srcIP,dstIP,dstPort,timeList,dataList,durList,rare_port,ip_ioc,time_bskew,time_mad,time_acf,data_bskew,data_mad,data_acf,dur_bskew,dur_mad,dur_acf
192.168.28.1,239.255.255.250,40022.0,[1759789158.339],[804],[3003605127.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,40376.0,[1759784478.313],[804],[3003013134.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,40419.0,[1759793478.36],[804],[3001492023.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,40482.0,[1759784958.315],[804],[3002015829.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,40733.0,[1759782318.304],[804],[3003458023.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,40832.0,[1759780278.288],[804],[3004814863.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,40924.0,[1759797798.388],[804],[3001617908.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,41167.0,[1759786878.3260002],[804],[3002939939.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,41287.0,[1759787358.329],[804],[3002521992.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,41429.0,[1759791918.3539999],[804],[3002696037.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,41450.0,[1759797318.385],[804],[3002941132.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,41496.0,[1759791678.353],[804],[3003690958.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,41558.0,[1759792038.3539999],[804],[3002125978.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,41770.0,[1759779078.28],[804],[3002337217.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,41800.0,[1759793718.3609998],[804],[3001910925.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,41931.0,[1759792158.355],[804],[3003227949.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,42171.0,[1759787478.33],[804],[3001575232.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,42574.0,[1759794798.368],[804],[3002741814.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,42691.0,[1759791438.351],[804],[3002258062.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,42711.0,[1759790958.349],[804],[3002578974.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,42778.0,[1759781478.297],[804],[3003386974.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,42924.0,[1759797078.3830001],[804],[3001940966.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,43002.0,[1759781358.296],[804],[3002659082.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,43097.0,[1759787718.331],[804],[3003273010.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,43171.0,[1759796358.3779998],[804],[3001718044.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,43214.0,[1759778439.145],[804],[3003294945.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,43275.0,[1759785678.319],[804],[3003092051.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,43350.0,[1759782678.3059998],[804],[3003009081.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,43574.0,[1759779798.2849998],[804],[3003802061.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,43828.0,[1759784838.314],[804],[3002403021.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,43841.0,[1759790838.349],[804],[3002177000.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,44208.0,[1759784358.313],[804],[3002985001.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,44263.0,[1759782798.308],[804],[3002985001.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,44318.0,[1759794438.3660002],[804],[3003382921.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,44485.0,[1759785078.315],[804],[3003487110.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,44488.0,[1759787118.328],[804],[3001782894.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,44543.0,[1759778838.278],[804],[3004034042.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,44767.0,[1759794678.367],[804],[3003921986.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,44854.0,[1759782918.308],[804],[3001328945.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,44927.0,[1759784238.313],[804],[3003006935.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,44950.0,[1759790118.344],[804],[3002999067.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,45045.0,[1759788678.336],[804],[3002317905.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,45281.0,[1759789398.34],[804],[3002201080.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,45289.0,[1759777889.015],[804],[3001655817.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,45444.0,[1759783878.313],[804],[3002474070.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,45464.0,[1759778718.277],[804],[3002668142.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,45483.0,[1759778478.275],[804],[3001939058.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,45502.0,[1759785558.319],[804],[3001893997.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,45564.0,[1759792758.356],[804],[3002815008.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,45609.0,[1759781238.295],[804],[3005095005.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,45982.0,[1759793358.359],[804],[3003615856.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,46296.0,[1759783278.3100002],[804],[3002194166.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,46610.0,[1759783758.313],[804],[3001969099.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,46791.0,[1759785318.318],[804],[3003179073.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,46823.0,[1759792998.358],[804],[3001507998.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,46829.0,[1759780518.29],[804],[3003407955.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,46852.0,[1759794078.3630002],[804],[3003021955.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,46915.0,[1759792878.3569999],[804],[3002646923.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,47075.0,[1759780878.293],[804],[3003306150.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,47479.0,[1759778598.276],[804],[3004247904.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,47487.0,[1759786398.324],[804],[3003798962.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,47519.0,[1759798278.39],[804],[3002292871.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,47755.0,[1759782078.302],[804],[3003656149.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,48454.0,[1759780998.293],[804],[3002017975.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,48539.0,[1759796598.38],[804],[3002011061.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,48544.0,[1759780758.292],[804],[3003453016.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,48700.0,[1759782558.3059998],[804],[3003698111.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,48734.0,[1759783158.311],[804],[3003314972.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,48845.0,[1759790238.345],[804],[3002574921.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,48860.0,[1759797198.384],[804],[3002527952.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,49146.0,[1759793118.358],[804],[3003090858.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,49343.0,[1759784118.314],[804],[3002576113.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,49400.0,[1759784718.314],[804],[3002480030.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,49443.0,[1759782198.303],[804],[3003469944.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,49473.0,[1759788558.335],[804],[3002340078.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,49697.0,[1759779318.2819998],[804],[3002229929.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,49949.0,[1759798398.391],[804],[3001871109.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,50323.0,[1759795998.3769999],[804],[3002588987.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,50618.0,[1759797918.388],[804],[3002284050.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,50845.0,[1759796118.3779998],[804],[3002120018.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,51085.0,[1759796238.3769999],[804],[3001529932.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,51425.0,[1759778249.017],[804],[3002631903.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,51771.0,[1759778129.016],[804],[3002648115.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,51911.0,[1759783518.311],[804],[3001832008.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,52287.0,[1759790718.348],[804],[3003447056.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,52385.0,[1759785798.32],[804],[3002497911.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,52502.0,[1759778958.28],[804],[3003380060.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,52516.0,[1759781718.299],[804],[3003345966.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,52773.0,[1759780038.2870002],[804],[3003051043.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,53184.0,[1759777881.911],[804],[3002430916.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,53217.0,[1759781598.2979999],[804],[3001964808.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,53279.0,[1759788918.3379998],[804],[3002151966.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,53867.0,[1759783398.3100002],[804],[3002373934.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,54093.0,[1759791798.3539999],[804],[3002424955.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,54510.0,[1759792278.355],[804],[3001441002.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,54824.0,[1759794198.364],[804],[3002357006.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,54909.0,[1759781118.2940001],[804],[3003453970.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,54926.0,[1759797678.386],[804],[3003113985.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,55134.0,[1759790598.3470001],[804],[3003210068.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,55199.0,[1759788798.336],[804],[3003476858.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,55854.0,[1759798158.389],[804],[3001267195.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,56152.0,[1759789278.339],[804],[3003134012.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,56287.0,[1759787598.33],[804],[3002882957.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,56370.0,[1759785438.318],[804],[3002722025.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,56405.0,[1759796838.3820002],[804],[3001593113.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,56433.0,[1759778369.017],[804],[3001507044.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,56455.0,[1759779918.286],[804],[3003812075.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,56470.0,[1759787958.332],[804],[3002878189.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,56580.0,[1759786038.3219998],[804],[3003588915.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,56785.0,[1759778446.429],[804],[3000957966.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,57025.0,[1759786998.328],[804],[3002358198.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,57200.0,[1759780158.288],[804],[3002395153.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,57304.0,[1759794558.367],[804],[3003781080.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,57504.0,[1759779438.283],[804],[3003481865.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,57756.0,[1759796718.381],[804],[3002236128.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,58072.0,[1759788198.332],[804],[3003003836.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,58095.0,[1759779198.2819998],[804],[3004083872.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,58120.0,[1759797558.386],[804],[3002804041.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,58183.0,[1759798518.391],[804],[3001364946.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,58363.0,[1759781958.3],[804],[3004971027.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,58864.0,[1759789638.3409998],[804],[3003726006.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,58880.0,[1759798758.393],[804],[3002429008.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.28.1,239.255.255.250,59100.0,[1759786758.3260002],[804],[3002032042.0],1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
