ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,version,cipher,curve,server_name,resumed,established,ssl_history,ja3,ja3s,ja4,community_id,cert_chain_fps,client_cert_chain_fps,sni_matches_cert,validation_status,next_protocol
1759314228.160067,CU8fe32e9o1wZnnp1f,10.0.0.1,37436,172.253.118.94,443,TLSv13,TLS_AES_128_GCM_SHA256,unknown-4588,ssl.gstatic.com,True,False,Cs,ac2c44e3f5b4e68809bca7a75f5570f8,2b0648ab686ee45e0e7c35fcfb0eea7e,q13d0313h3_55b375c5d22e_226f3f127bbe,,,,,,
1759314307.985316,CLUTFF4iYxUYb5inE4,10.0.0.1,33212,13.107.5.93,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,default.exp-tas.com,False,True,CjiICs,779808124e171deaf69080a29d2184b7,46ca3a127f5443353dfb8cc2e16197e5,t13d1812h1_5d04281c6031_ef7df7f74e48,1:2tWEFL7Y290vW9GFlPNNr0tfsWc=,,,,,
1759314308.267575,CIMMwV3ClepJ1jGFWi,10.0.0.1,33214,13.107.5.93,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,default.exp-tas.com,False,True,CjiICs,779808124e171deaf69080a29d2184b7,46ca3a127f5443353dfb8cc2e16197e5,t13d1812h1_5d04281c6031_ef7df7f74e48,1:sTNSShZOcen1osM5GutrL/AaC3M=,,,,,
1759314317.880813,CXxLyF4o9HX06OJgid,10.0.0.1,47688,13.107.246.73,443,TLSv13,TLS_AES_256_GCM_SHA384,secp256r1,main.vscode-cdn.net,False,True,CjiICs,8eca1f52fd6a36bfb8284782a669ce8e,46ca3a127f5443353dfb8cc2e16197e5,t13d1516h2_8daaf6152771_d8a2da3f94cd,1:OGOHrDHY0d+VpWqthzKYWB2VmYM=,,,,,
1759314380.698098,Cat3Gl3YajAyFZ2JWh,10.0.0.1,35166,20.44.10.122,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,mobile.events.data.microsoft.com,False,True,CjiICs,06c7c8851b69f67e31df21d5075e2dfd,46ca3a127f5443353dfb8cc2e16197e5,t13d181200_5d04281c6031_02c8e53ee398,1:Q3oped7yOpk6FIEfeJwA61GsRDk=,,,,,
1759314345.196607,CEerBm4w00RHWObHN4,10.0.0.1,48373,74.125.68.138,443,TLSv13,TLS_AES_128_GCM_SHA256,unknown-4588,accounts.youtube.com,True,False,Cs,00c1eaac95cbe4ad3195cf7feb4f8ec2,2b0648ab686ee45e0e7c35fcfb0eea7e,q13d0313h3_55b375c5d22e_226f3f127bbe,,,,,,
1759314500.77086,C8cZeV3RsJvJ14HAaf,10.0.0.1,52532,104.208.16.88,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,mobile.events.data.microsoft.com,False,True,CjiICs,06c7c8851b69f67e31df21d5075e2dfd,46ca3a127f5443353dfb8cc2e16197e5,t13d181200_5d04281c6031_02c8e53ee398,1:D4Ec5vmWdIhM36qPIuAjFaUW75I=,,,,,
1759314440.761225,C6kfQt2baMEuCs244e,10.0.0.1,43990,13.89.179.8,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,mobile.events.data.microsoft.com,False,True,CjiICs,06c7c8851b69f67e31df21d5075e2dfd,46ca3a127f5443353dfb8cc2e16197e5,t13d181200_5d04281c6031_02c8e53ee398,1:SvQapBUfDUQ+DDYE5uWzjA+kmqE=,,,,,
1759314473.039111,CUJqxh1aUaeKZEipKl,10.0.0.1,58435,142.251.12.94,443,TLSv13,TLS_AES_128_GCM_SHA256,unknown-4588,ssl.gstatic.com,True,False,Cs,56e05d2ed62e60b10969c18d5971dd11,2b0648ab686ee45e0e7c35fcfb0eea7e,q13d0313h3_55b375c5d22e_226f3f127bbe,,,,,,
1759314560.785126,CdqUMtSRKVsBFt2w1,10.0.0.1,57558,104.208.16.91,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,mobile.events.data.microsoft.com,False,True,CjiICs,06c7c8851b69f67e31df21d5075e2dfd,46ca3a127f5443353dfb8cc2e16197e5,t13d181200_5d04281c6031_02c8e53ee398,1:SoazBbd/KSnJCfqWq4lCit2i8bo=,,,,,
1759314618.976922,C3uYWh4PcYpVLv37D6,10.0.0.1,39878,13.107.253.39,443,TLSv13,TLS_AES_256_GCM_SHA384,secp256r1,main.vscode-cdn.net,False,True,CjiICs,b1c5939298aa0ed76479aa6e9e56cac3,46ca3a127f5443353dfb8cc2e16197e5,t13d1517h2_8daaf6152771_b6f405a00624,1:Wux8JuT5pbZqy07hZdOq0AYXNU4=,,,,,
1759314620.787174,CGc3Hz2fRSOPQokEt7,10.0.0.1,49798,20.189.173.16,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,mobile.events.data.microsoft.com,False,True,CjiICs,06c7c8851b69f67e31df21d5075e2dfd,46ca3a127f5443353dfb8cc2e16197e5,t13d181200_5d04281c6031_02c8e53ee398,1:hdYTvhTyyiQKDp1GjAPlRktJWfg=,,,,,
1759314528.166454,CMCqTM34gJWBgvjPVk,10.0.0.1,42439,142.251.12.94,443,TLSv13,TLS_AES_128_GCM_SHA256,unknown-4588,ssl.gstatic.com,True,False,Cs,179bcb610018a42d365a0008fc0863f3,2b0648ab686ee45e0e7c35fcfb0eea7e,q13d0313h3_55b375c5d22e_226f3f127bbe,,,,,,
1759314619.163971,CsvLTE452j9gRSJmIl,10.0.0.1,39890,13.107.253.39,443,TLSv13,TLS_AES_256_GCM_SHA384,secp256r1,main.vscode-cdn.net,False,True,CjiICs,e3c40b746d098284ae80d7622652dbba,46ca3a127f5443353dfb8cc2e16197e5,t13d1517h2_8daaf6152771_b6f405a00624,1:5oPwJjOmYuKLOOVr4R6AuuFUO1M=,,,,,
1759317029.251622,CtJ7cl1FGbmrvSk1Kg,10.0.0.1,41726,20.42.65.88,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,mobile.events.data.microsoft.com,False,True,CjiICs,5ba75848253d223678feccc80ac29a5f,46ca3a127f5443353dfb8cc2e16197e5,t13d181100_5d04281c6031_ef7df7f74e48,1:4g9gLYQZ7KyYo8IW1QBPIxHYhIw=,,,,,
1759317030.44572,C21P8SEyt3XjVY277,10.0.0.1,53986,74.125.24.188,443,TLSv13,TLS_AES_128_GCM_SHA256,unknown-4588,mtalk.google.com,False,True,CsiI,7277fc36c6a32015270e2594e133902d,eb1d94daa7e0344597e756a1fb6e7054,t13d151400_8daaf6152771_0a20fe35d3a5,1:BPHLAkAb08n/MHzKNF9DLqZT/f8=,,,,,
1759317032.73342,CHtJh11fVK8eXvoLL4,10.0.0.1,41736,20.42.65.88,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,mobile.events.data.microsoft.com,False,True,CjiICs,06c7c8851b69f67e31df21d5075e2dfd,46ca3a127f5443353dfb8cc2e16197e5,t13d181200_5d04281c6031_02c8e53ee398,1:wg3Bws335id2UbWvl1d75/dZX14=,,,,,
1759317080.866791,Cl31H446kEFFrOqg72,10.0.0.1,52076,52.178.17.233,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,mobile.events.data.microsoft.com,False,True,CjiICs,06c7c8851b69f67e31df21d5075e2dfd,46ca3a127f5443353dfb8cc2e16197e5,t13d181200_5d04281c6031_02c8e53ee398,1:4sthKO87ttl6ug3WsN6xDEgLMuc=,,,,,
1759317028.321031,CXT7Sn3ZOWd0YBjwXj,10.0.0.1,45683,172.253.118.100,443,TLSv13,TLS_AES_128_GCM_SHA256,unknown-4588,clients2.google.com,False,False,Cs,037cfb925390205b182ccbe6198cacb1,eb1d94daa7e0344597e756a1fb6e7054,q13d0311h3_55b375c5d22e_653d80c3fe9d,,,,,,
1759317044.727181,CSwkWW39RRu8ykJ03l,10.0.0.1,54319,117.0.209.12,443,TLSv13,TLS_AES_128_GCM_SHA256,x25519,rr1---sn-8pxuuxa-i5o6d.googlevideo.com,False,False,Cs,7a5d0cb0718b618379b7befcf85c8040,eb1d94daa7e0344597e756a1fb6e7054,q13d0311h3_55b375c5d22e_653d80c3fe9d,,,,,,
1759317044.27017,CKAQp41EY9H3mzz2U9,10.0.0.1,34577,116.108.196.111,443,TLSv13,TLS_AES_128_GCM_SHA256,x25519,rr4---sn-8pxuuxa-nbo6k.googlevideo.com,False,False,Cs,ae2d90d7915f1708c31590b5c8eae2e6,eb1d94daa7e0344597e756a1fb6e7054,q13d0313h3_55b375c5d22e_226f3f127bbe,,,,,,
1759317078.267486,CCiHuZLoFnuV3rWE6,10.0.0.1,58360,13.107.5.93,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,default.exp-tas.com,False,True,CjiICs,779808124e171deaf69080a29d2184b7,46ca3a127f5443353dfb8cc2e16197e5,t13d1812h1_5d04281c6031_ef7df7f74e48,1:KBiFh2qlDLnersPEwX1+gX0lKGA=,,,,,
1759317140.565616,CSZq7X2xAGUhtx00y,10.0.0.1,51406,52.168.117.174,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,mobile.events.data.microsoft.com,False,True,CjiICs,06c7c8851b69f67e31df21d5075e2dfd,46ca3a127f5443353dfb8cc2e16197e5,t13d181200_5d04281c6031_02c8e53ee398,1:2fPE8KIbsTtdot5BymGGAZ4XEhE=,,,,,
1759317100.055923,CDsBzqJDZrvaqS393,10.0.0.1,39350,172.253.118.100,443,TLSv13,TLS_AES_128_GCM_SHA256,unknown-4588,clients4.google.com,True,False,Cs,c049681e22efd88f0d9a9f668143db0a,2b0648ab686ee45e0e7c35fcfb0eea7e,q13d0313h3_55b375c5d22e_226f3f127bbe,,,,,,
1759317045.112397,CBN40G40mSyFzo4fie,10.0.0.1,35160,74.125.200.119,443,TLSv13,TLS_AES_128_GCM_SHA256,unknown-4588,i.ytimg.com,True,False,Cs,fd707b985277b626313caba69bc98446,2b0648ab686ee45e0e7c35fcfb0eea7e,q13d0313h3_55b375c5d22e_226f3f127bbe,,,,,,
1759317056.242544,CI7aXK32stDmMxPCy5,10.0.0.1,33749,172.253.118.100,443,TLSv13,TLS_AES_128_GCM_SHA256,unknown-4588,clients4.google.com,True,False,Cs,d4cbac4fcf5b5a3e092628f1cc08a14c,2b0648ab686ee45e0e7c35fcfb0eea7e,q13d0313h3_55b375c5d22e_226f3f127bbe,,,,,,
1759317185.089306,CczKqF1RwEMt3Y9eS5,10.0.0.1,41740,35.207.191.46,443,TLSv13,TLS_AES_128_GCM_SHA256,x25519,e2c42.gcp.gvt2.com,False,True,CsiI,196bbeec60f658eb7c6965174ebe98b9,f4febc55ea12b31ae17cfb7e614afda8,t13d1516h2_8daaf6152771_d8a2da3f94cd,1:+/EhUXE8UMd+qJS4FVRCwJ4ReC4=,,,,,
1759317184.81913,CBxzU44WtU54dDc5oi,10.0.0.1,41728,35.207.191.46,443,TLSv13,TLS_AES_128_GCM_SHA256,x25519,e2c42.gcp.gvt2.com,False,True,CsiI,70de0d4b56b0916ad0c8c5ddc9fe35e2,f4febc55ea12b31ae17cfb7e614afda8,t13d1516h2_8daaf6152771_d8a2da3f94cd,1:lLU7t6iYmdKVbRQ1PVO0IIt6NE4=,,,,,
1759317041.266181,Cs8BTb98ZQMlz4Qz3,10.0.0.1,42868,172.253.118.91,443,TLSv13,TLS_AES_128_GCM_SHA256,unknown-4588,www.youtube.com,True,False,Cs,933bffedddf1932ebad634ab497ff1d7,2b0648ab686ee45e0e7c35fcfb0eea7e,q13d0313h3_55b375c5d22e_226f3f127bbe,,,,,,
1759317092.729229,CJaGSJ0AR5hPLS9Uj,10.0.0.1,33821,142.250.124.94,443,TLSv13,TLS_AES_128_GCM_SHA256,unknown-4588,beacons2.gvt2.com,False,False,Cs,fef29e99651eeeac3d50f3477c82db97,eb1d94daa7e0344597e756a1fb6e7054,q13d0313h3_55b375c5d22e_226f3f127bbe,,,,,,
1759317146.750986,C2ZymK2yPPTwLqyiv4,10.0.0.1,60705,74.125.130.119,443,TLSv13,TLS_AES_128_GCM_SHA256,unknown-4588,i.ytimg.com,True,False,Cs,2a81f0df31a416ea17339cf554ec82bf,2b0648ab686ee45e0e7c35fcfb0eea7e,q13d0313h3_55b375c5d22e_226f3f127bbe,,,,,,
1759317200.862277,CIqI8SOJsHgvk0xKk,10.0.0.1,46306,20.42.65.85,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,mobile.events.data.microsoft.com,False,True,CjiICs,06c7c8851b69f67e31df21d5075e2dfd,46ca3a127f5443353dfb8cc2e16197e5,t13d181200_5d04281c6031_02c8e53ee398,1:ESBDK/tDhhS3LfmijdfnvQIUWz4=,,,,,
1759317160.152665,ColxAZ2iHYQF3qry4b,10.0.0.1,59612,142.251.10.100,443,TLSv13,TLS_AES_128_GCM_SHA256,unknown-4588,clients4.google.com,True,False,Cs,7e21a9ebc1488c2304c91ed0a6c27bc9,2b0648ab686ee45e0e7c35fcfb0eea7e,q13d0313h3_55b375c5d22e_226f3f127bbe,,,,,,
1759317186.23058,CPwjto34HWUyirVkpd,10.0.0.1,35144,34.129.38.245,443,TLSv13,TLS_AES_128_GCM_SHA256,x25519,e2c11.gcp.gvt2.com,False,True,CsiI,bf8f5ccfff85bd522f98dfc12f86ecbb,f4febc55ea12b31ae17cfb7e614afda8,t13d1516h2_8daaf6152771_d8a2da3f94cd,1:Y5ZOKtUVL1bKf7p2mD8pPvbbvso=,,,,,
1759317174.870852,CC3XbGwteqht8qs8i,10.0.0.1,38014,74.125.24.113,443,TLSv13,TLS_AES_128_GCM_SHA256,unknown-4588,docs.google.com,True,False,Cs,b88962ccc6f4c7278b3b19546c448f3a,2b0648ab686ee45e0e7c35fcfb0eea7e,q13d0313h3_55b375c5d22e_226f3f127bbe,,,,,,
1759317182.117644,CiXFSh4jwy0bOszGac,10.0.0.1,34066,142.251.10.139,443,TLSv13,TLS_AES_128_GCM_SHA256,unknown-4588,clients4.google.com,True,False,Cs,d4acd9299579e374fbf7b26a79f0648f,2b0648ab686ee45e0e7c35fcfb0eea7e,q13d0313h3_55b375c5d22e_226f3f127bbe,,,,,,
1759317186.531391,C5T2E62CdsJyvQNMU6,10.0.0.1,49171,142.250.124.94,443,TLSv13,TLS_AES_128_GCM_SHA256,unknown-4588,beacons2.gvt2.com,False,False,Cs,061cb846ef084cb12ba734bec09844a3,eb1d94daa7e0344597e756a1fb6e7054,q13d0313h3_55b375c5d22e_226f3f127bbe,,,,,,
1759317184.386178,CLyjtI1LRRcnJlbfL7,10.0.0.1,40317,74.125.200.94,443,TLSv13,TLS_AES_128_GCM_SHA256,unknown-4588,beacons.gcp.gvt2.com,False,False,Cs,92c82debfb2eb30b7c63de6bf0454224,eb1d94daa7e0344597e756a1fb6e7054,q13d0312h3_55b375c5d22e_5a06198afb93,,,,,,
1759317173.231183,Czd2WE3wDkQ672R16a,10.0.0.1,60971,74.125.24.95,443,TLSv13,TLS_AES_128_GCM_SHA256,unknown-4588,drivefrontend-pa.clients6.google.com,True,False,Cs,5d2bc65f4f39a8902f1d44016f84d10c,2b0648ab686ee45e0e7c35fcfb0eea7e,q13d0313h3_55b375c5d22e_226f3f127bbe,,,,,,
1759317178.212066,CNSm2i1LTBc1vr2Ph,10.0.0.1,51255,74.125.24.94,443,TLSv13,TLS_AES_128_GCM_SHA256,unknown-4588,beacons.gvt2.com,True,False,Cs,a0eef9bbaffd3933eb9292031cdb42fe,2b0648ab686ee45e0e7c35fcfb0eea7e,q13d0313h3_55b375c5d22e_226f3f127bbe,,,,,,
1759317173.029578,CYKRFdf9ei5BhtHQf,10.0.0.1,56335,74.125.200.94,443,TLSv13,TLS_AES_128_GCM_SHA256,unknown-4588,ssl.gstatic.com,True,False,Cs,a0dbe289d589ae292db7693ce64aeb8f,2b0648ab686ee45e0e7c35fcfb0eea7e,q13d0313h3_55b375c5d22e_226f3f127bbe,,,,,,
1759317185.994637,CZ6yav2StrktQiKRUf,10.0.0.1,35536,74.125.24.94,443,TLSv13,TLS_AES_128_GCM_SHA256,unknown-4588,beacons.gvt2.com,True,False,Cs,c50df89ec14014662d3fb08589f4905d,2b0648ab686ee45e0e7c35fcfb0eea7e,q13d0313h3_55b375c5d22e_226f3f127bbe,,,,,,
1759317154.312811,C1Rdnh40OFPZHknsYb,10.0.0.1,39676,172.253.118.91,443,TLSv13,TLS_AES_128_GCM_SHA256,unknown-4588,www.youtube.com,True,False,Cs,5418c0158528d383850b3c4fef83dbc6,2b0648ab686ee45e0e7c35fcfb0eea7e,q13d0313h3_55b375c5d22e_226f3f127bbe,,,,,,
1759317173.539072,CCJLoD1DdNHQ0ACmza,10.0.0.1,48632,74.125.24.95,443,TLSv13,TLS_AES_128_GCM_SHA256,unknown-4588,drivefrontend-pa.clients6.google.com,True,False,Cs,ea4d6d4fc6c540b7d6cc6a1f9a16ee67,2b0648ab686ee45e0e7c35fcfb0eea7e,q13d0313h3_55b375c5d22e_226f3f127bbe,,,,,,
1759317320.970324,CcWDc2l3mPOswY3gb,10.0.0.1,46902,13.89.179.14,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,mobile.events.data.microsoft.com,False,True,CjiICs,06c7c8851b69f67e31df21d5075e2dfd,46ca3a127f5443353dfb8cc2e16197e5,t13d181200_5d04281c6031_02c8e53ee398,1:RcOdE0L65LmNshNHDRUuIMH4ewA=,,,,,
1759317260.741881,ChiK4k3DJh42kIV2dg,10.0.0.1,37652,20.44.10.122,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,mobile.events.data.microsoft.com,False,True,CjiICs,06c7c8851b69f67e31df21d5075e2dfd,46ca3a127f5443353dfb8cc2e16197e5,t13d181200_5d04281c6031_02c8e53ee398,1:Kk3XcBLZZ6wZiGmyZDnfT6K86Hs=,,,,,
1759317273.641629,CIIJgN2fQy0ncnA2Dc,10.0.0.1,51365,74.125.24.94,443,TLSv13,TLS_AES_128_GCM_SHA256,unknown-4588,beacons.gvt2.com,True,False,Cs,d2ef0657abc1099b2ca9ed1630c25859,2b0648ab686ee45e0e7c35fcfb0eea7e,q13d0313h3_55b375c5d22e_226f3f127bbe,,,,,,
1759317220.192046,CLwnxX3JIfs1Susnxh,10.0.0.1,32791,142.251.10.100,443,TLSv13,TLS_AES_128_GCM_SHA256,unknown-4588,clients4.google.com,True,False,Cs,07cc9215d82b44b7c5e5f34621176037,2b0648ab686ee45e0e7c35fcfb0eea7e,q13d0313h3_55b375c5d22e_226f3f127bbe,,,,,,
1759317228.151585,CalIuv3yyjEdHOYlW6,10.0.0.1,44501,74.125.200.94,443,TLSv13,TLS_AES_128_GCM_SHA256,unknown-4588,ssl.gstatic.com,True,False,Cs,d0f27eb4ac691286eda1f33a0b767239,2b0648ab686ee45e0e7c35fcfb0eea7e,q13d0313h3_55b375c5d22e_226f3f127bbe,,,,,,
1759317041.233263,CsZ2KmBqw7RWB3tCg,10.0.0.1,47769,74.125.200.103,443,TLSv13,TLS_AES_128_GCM_SHA256,unknown-4588,www.google.com,True,False,Cs,4e6c7a929554115d1598937105c54cf4,2b0648ab686ee45e0e7c35fcfb0eea7e,q13d0313h3_55b375c5d22e_226f3f127bbe,,,,,,
1759317302.066463,CJZv0a4nNIAXsJ1gpd,10.0.0.1,35865,142.251.10.94,443,TLSv13,TLS_AES_128_GCM_SHA256,unknown-4588,beacons3.gvt2.com,True,False,Cs,7e895a18eb8ad83b6f30e1ea63e05b42,2b0648ab686ee45e0e7c35fcfb0eea7e,q13d0313h3_55b375c5d22e_226f3f127bbe,,,,,,
1759317308.72982,CeOn1y2wHWHyTkU1h3,10.0.0.1,41890,13.107.226.39,443,TLSv13,TLS_AES_256_GCM_SHA384,secp256r1,main.vscode-cdn.net,False,True,CjiICs,db29fc6d20b976c7ec7215707d8cf38e,46ca3a127f5443353dfb8cc2e16197e5,t13d1517h2_8daaf6152771_b6f405a00624,1:hXo+4GeLmcQRHkMo3Nkv3XFESRw=,,,,,
1759317321.004095,Cz61u01GKWzQUGp0s3,10.0.0.1,35394,13.107.226.39,443,TLSv13,TLS_AES_256_GCM_SHA384,secp256r1,main.vscode-cdn.net,True,True,CjiICs,ea89e0767a30b53900dbf7a86a2460b3,68b7a67c8c9fe41ef58659d2d4381857,t13d1517h2_8daaf6152771_b6f405a00624,1:ZP2DF1IeyIjG+du4MFECd3yjp5w=,,,,,
1759317440.904571,C1qiEx1wS5CwObNe0c,10.0.0.1,57764,52.182.143.215,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,mobile.events.data.microsoft.com,False,True,CjiICs,06c7c8851b69f67e31df21d5075e2dfd,46ca3a127f5443353dfb8cc2e16197e5,t13d181200_5d04281c6031_02c8e53ee398,1:g4CE8yWqOWbxy+MuSX4vY6E2mCU=,,,,,
1759317380.693469,CREyIhYvf5kx3ytad,10.0.0.1,34606,13.89.179.8,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,mobile.events.data.microsoft.com,False,True,CjiICs,06c7c8851b69f67e31df21d5075e2dfd,46ca3a127f5443353dfb8cc2e16197e5,t13d181200_5d04281c6031_02c8e53ee398,1:VzVm1rwv3BGEaod70Iu/sf7MtlM=,,,,,
1759317044.803348,CXDQK74XD98WCmtEk9,10.0.0.1,40395,142.251.91.135,443,TLSv13,TLS_AES_128_GCM_SHA256,x25519,rr2---sn-npoldne7.googlevideo.com,False,False,Cs,b384f569e3ed59caf8de19b181b83834,eb1d94daa7e0344597e756a1fb6e7054,q13d0311h3_55b375c5d22e_653d80c3fe9d,,,,,,
1759317274.306448,Ch3lvs3EhTQko0047d,10.0.0.1,38956,172.253.118.91,443,TLSv13,TLS_AES_128_GCM_SHA256,unknown-4588,www.youtube.com,True,False,Cs,25316d636aec55477e783d8f30074fd9,2b0648ab686ee45e0e7c35fcfb0eea7e,q13d0313h3_55b375c5d22e_226f3f127bbe,,,,,,
1759317401.328041,CRz8iR12nzawOWBrml,10.0.0.1,57388,142.250.4.91,443,TLSv13,TLS_AES_128_GCM_SHA256,unknown-4588,www.youtube.com,True,False,Cs,3fa2f5318a3603b1884da76de1dbda54,2b0648ab686ee45e0e7c35fcfb0eea7e,q13d0313h3_55b375c5d22e_226f3f127bbe,,,,,,
1759317500.809275,CYD0dx4Wy3CDBbX2d,10.0.0.1,41670,20.189.173.11,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,mobile.events.data.microsoft.com,False,True,CjiICs,06c7c8851b69f67e31df21d5075e2dfd,46ca3a127f5443353dfb8cc2e16197e5,t13d181200_5d04281c6031_02c8e53ee398,1:NQJJo0StDT3qMyau9G4CuO4o4MI=,,,,,
1759317473.125559,CEm8Oh5ZIoCYbAM7i,10.0.0.1,35238,142.251.10.139,443,TLSv13,TLS_AES_128_GCM_SHA256,unknown-4588,docs.google.com,True,False,Cs,10e6fdd4b8b6f77afd1ad67a2602a13b,2b0648ab686ee45e0e7c35fcfb0eea7e,q13d0313h3_55b375c5d22e_226f3f127bbe,,,,,,
1759313240.725228,CiFASz1uIIurbOoBy6,10.0.0.1,43886,13.89.179.10,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,mobile.events.data.microsoft.com,False,True,CjiICs,06c7c8851b69f67e31df21d5075e2dfd,46ca3a127f5443353dfb8cc2e16197e5,t13d181200_5d04281c6031_02c8e53ee398,1:/738wnLgWUtHn/N3vT8RgE+r1Pc=,,,,,
1759317560.802291,C7BMNM1UsBAZf0BeZb,10.0.0.1,48520,20.189.173.7,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,mobile.events.data.microsoft.com,False,True,CjiICs,06c7c8851b69f67e31df21d5075e2dfd,46ca3a127f5443353dfb8cc2e16197e5,t13d181200_5d04281c6031_02c8e53ee398,1:47gKUC9ShxZQRyafokZoitGcIY8=,,,,,
1759317473.009584,CPKgfs3MZmPbtCZc61,10.0.0.1,33297,172.253.118.94,443,TLSv13,TLS_AES_128_GCM_SHA256,unknown-4588,ssl.gstatic.com,True,False,Cs,128e2161001a9b9384cde44bc0966fc1,2b0648ab686ee45e0e7c35fcfb0eea7e,q13d0313h3_55b375c5d22e_226f3f127bbe,,,,,,
1759317528.122496,CbUR9i48wN2h3MfwS9,10.0.0.1,34980,172.253.118.94,443,TLSv13,TLS_AES_128_GCM_SHA256,unknown-4588,ssl.gstatic.com,True,False,Cs,fcd57eff2a3b16c535ebab267fc71f62,2b0648ab686ee45e0e7c35fcfb0eea7e,q13d0313h3_55b375c5d22e_226f3f127bbe,,,,,,
1759313299.834176,C00FSd2R2DgHB5kcJg,10.0.0.1,51770,20.189.173.14,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,mobile.events.data.microsoft.com,False,True,CjiICs,b01aeb83b9f29e95e0f339a1d371e636,46ca3a127f5443353dfb8cc2e16197e5,t13d1517h2_8daaf6152771_b6f405a00624,1:bfxGZjJbayGfE1txeCRwYU2+XM0=,,,,,
1759313300.40622,Cgg8nq1mFn9z9Ctyj,10.0.0.1,51772,20.189.173.14,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,mobile.events.data.microsoft.com,False,True,CjiICs,06c7c8851b69f67e31df21d5075e2dfd,46ca3a127f5443353dfb8cc2e16197e5,t13d181200_5d04281c6031_02c8e53ee398,1:jdQ/uPuxhnQ9ZrWW0vEB+qmx9vE=,,,,,
1759313304.792972,Cea5dV3wCkfyyzEjQ6,10.0.0.1,36264,140.82.113.21,443,TLSv13,TLS_AES_128_GCM_SHA256,x25519,api.individual.githubcopilot.com,False,True,CsiI,84695f7465170074579420fc11583a31,f4febc55ea12b31ae17cfb7e614afda8,t13d1517h2_8daaf6152771_b6f405a00624,1:tn8rmZwCDUnJtK74APZtdNmz0rQ=,,,,,
1759313313.51516,CWllbW2UNtHUOBrF9d,10.0.0.1,44968,104.208.16.88,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,mobile.events.data.microsoft.com,False,True,CjiICs,06c7c8851b69f67e31df21d5075e2dfd,46ca3a127f5443353dfb8cc2e16197e5,t13d181200_5d04281c6031_02c8e53ee398,1:G4rsNIgAaZvoflVavcAPXRpICiQ=,,,,,
1759313323.363181,Cfwdmq1ufYjho9JuXj,10.0.0.1,40000,140.82.112.21,443,TLSv13,TLS_AES_128_GCM_SHA256,x25519,telemetry.individual.githubcopilot.com,False,True,CsiI,d92981146534550ae85075b70b1c352a,f4febc55ea12b31ae17cfb7e614afda8,t13d181200_5d04281c6031_02c8e53ee398,1:M37n9Sjv1Ln0+3HUgpdqTLtrkZM=,,,,,
1759313321.274346,C9gWuY1H89Kp49NlTl,10.0.0.1,39986,140.82.112.21,443,TLSv13,TLS_AES_128_GCM_SHA256,x25519,telemetry.individual.githubcopilot.com,False,True,CsiI,51bddd625044f75a235ba857ac8b0145,f4febc55ea12b31ae17cfb7e614afda8,t13d181100_5d04281c6031_ef7df7f74e48,1:cOpwwBC6gTNMifn1jl6/94qxChs=,,,,,
1759313282.447663,CBgLd8dFsn7GrarK8,10.0.0.1,47619,74.125.200.94,443,TLSv13,TLS_AES_128_GCM_SHA256,unknown-4588,clientservices.googleapis.com,True,False,Cs,bc01584178014e55ee669ea3f6fee69e,2b0648ab686ee45e0e7c35fcfb0eea7e,q13d0313h3_55b375c5d22e_226f3f127bbe,,,,,,
1759313273.021123,CosRa848hh17qn4qp1,10.0.0.1,34826,74.125.68.94,443,TLSv13,TLS_AES_128_GCM_SHA256,unknown-4588,ssl.gstatic.com,True,False,Cs,01de43a466aff87fd828ad66efccdc8e,2b0648ab686ee45e0e7c35fcfb0eea7e,q13d0313h3_55b375c5d22e_226f3f127bbe,,,,,,
